epoch,accuracy,loss
0,0.2232031226158142,2.817944288253784
1,0.3685937523841858,2.2216122150421143
2,0.43617188930511475,1.9572356939315796
3,0.4959374964237213,1.7529209852218628
4,0.5503906011581421,1.5819050073623657
5,0.5882031321525574,1.448377251625061
6,0.6354687213897705,1.2775938510894775
7,0.653124988079071,1.2294644117355347
8,0.6760156154632568,1.1368886232376099
9,0.696093738079071,1.073378086090088
10,0.7103906273841858,1.0220153331756592
11,0.7322656512260437,0.9518070816993713
12,0.7387499809265137,0.9048027992248535
13,0.741406261920929,0.909731924533844
14,0.7649219036102295,0.8364323973655701
15,0.7641406059265137,0.8274027109146118
16,0.7750781178474426,0.7868028879165649
17,0.78125,0.7651504278182983
18,0.7915624976158142,0.735373854637146
19,0.7923437356948853,0.725323498249054
20,0.7939843535423279,0.7132830023765564
21,0.7951562404632568,0.7200958728790283
22,0.8004687428474426,0.7007404565811157
23,0.80859375,0.6703545451164246
24,0.8103125095367432,0.6545499563217163
25,0.8139062523841858,0.6436148285865784
26,0.819140613079071,0.6268211603164673
27,0.8204687237739563,0.6176863312721252
28,0.8262500166893005,0.5985594987869263
29,0.8223437666893005,0.5918437838554382
30,0.8292187452316284,0.5803444981575012
31,0.842578113079071,0.5388190746307373
32,0.8482031226158142,0.5202851295471191
33,0.8442968726158142,0.5333858132362366
34,0.8502343893051147,0.5248674154281616
35,0.8426562547683716,0.5354796051979065
36,0.8567968606948853,0.4931126534938812
37,0.8596875071525574,0.485673189163208
38,0.8514062762260437,0.5045126676559448
39,0.858593761920929,0.4904235601425171
40,0.8587499856948853,0.492746502161026
41,0.857421875,0.49104857444763184
42,0.8582812547683716,0.4864964187145233
43,0.8610156178474426,0.4686233401298523
44,0.8626562356948853,0.46778732538223267
45,0.8653905987739563,0.4622366428375244
46,0.8637499809265137,0.45666560530662537
47,0.8577343821525574,0.4824260473251343
48,0.8675000071525574,0.4546418786048889
49,0.8690624833106995,0.44704073667526245
50,0.8698437213897705,0.44125351309776306
51,0.8669531345367432,0.4579356908798218
52,0.8711718916893005,0.43898552656173706
53,0.8733593821525574,0.43393898010253906
54,0.8713281154632568,0.4256691336631775
55,0.8708593845367432,0.43450435996055603
56,0.8733593821525574,0.4290870428085327
57,0.8740624785423279,0.42539477348327637
58,0.8693749904632568,0.4346555769443512
59,0.8824218511581421,0.4050579071044922
60,0.8764062523841858,0.4218840003013611
61,0.883593738079071,0.3962324261665344
62,0.8864062428474426,0.3896297216415405
63,0.8883593678474426,0.3740805387496948
64,0.8850781321525574,0.3850681781768799
65,0.8889062404632568,0.37645038962364197
66,0.8867968916893005,0.3836498558521271
67,0.8797656297683716,0.40003201365470886
68,0.8867968916893005,0.38042595982551575
69,0.8883593678474426,0.36803963780403137
70,0.8825781345367432,0.3893609642982483
71,0.8917187452316284,0.379896342754364
72,0.890625,0.368607759475708
73,0.8967968821525574,0.34701111912727356
74,0.8932812213897705,0.3592694103717804
75,0.8946093916893005,0.3591482937335968
76,0.8970312476158142,0.3420650362968445
77,0.8947656154632568,0.3517477810382843
78,0.9004687666893005,0.3362278640270233
79,0.8959375023841858,0.3533770740032196
80,0.8910156488418579,0.3630533218383789
81,0.8944531083106995,0.35845452547073364
82,0.8967968821525574,0.35825347900390625
83,0.9001562595367432,0.34893113374710083
84,0.8974999785423279,0.3475659489631653
85,0.8924999833106995,0.35708609223365784
86,0.9028124809265137,0.320784330368042
87,0.9012500047683716,0.3276090919971466
88,0.9018750190734863,0.33125677704811096
89,0.9010937213897705,0.33883535861968994
90,0.8971874713897705,0.34030550718307495
91,0.9000781178474426,0.336116760969162
92,0.8999999761581421,0.33384430408477783
93,0.9038281440734863,0.32014766335487366
94,0.9121875166893005,0.2994949519634247
95,0.9072656035423279,0.3078523576259613
96,0.9120312333106995,0.2953791320323944
97,0.9081249833106995,0.3028029501438141
98,0.9027343988418579,0.31980791687965393
99,0.9081249833106995,0.30692631006240845
100,0.9068750143051147,0.30409136414527893
101,0.9053124785423279,0.31232142448425293
102,0.9039843678474426,0.31828612089157104
103,0.9021875262260437,0.31912994384765625
104,0.9007031321525574,0.31381651759147644
105,0.9056249856948853,0.30676940083503723
106,0.9135156273841858,0.286872923374176
107,0.9073437452316284,0.31287476420402527
108,0.91015625,0.2968807816505432
109,0.9058593511581421,0.30349770188331604
110,0.9126562476158142,0.2850452959537506
111,0.905468761920929,0.3106357455253601
112,0.9069530963897705,0.3135160207748413
113,0.9117968678474426,0.3095276653766632
114,0.9077343940734863,0.31116724014282227
115,0.9124218821525574,0.2920633554458618
116,0.9138281345367432,0.2874930202960968
117,0.9139062762260437,0.2902030050754547
118,0.9110937714576721,0.3002418279647827
119,0.9100000262260437,0.29475003480911255
120,0.9138281345367432,0.2840283513069153
121,0.9126562476158142,0.283682256937027
122,0.9158594012260437,0.2847774922847748
123,0.9138281345367432,0.28568652272224426
124,0.9154687523841858,0.2811349332332611
