epoch,accuracy,loss
125,0.9163281321525574,0.2800508439540863
126,0.912890613079071,0.2900771200656891
127,0.9166406393051147,0.27221614122390747
128,0.9194531440734863,0.2624369263648987
129,0.9209374785423279,0.2593340277671814
130,0.9220312237739563,0.2555183470249176
131,0.9167187213897705,0.27874812483787537
132,0.9183593988418579,0.27240127325057983
133,0.9194531440734863,0.26458409428596497
134,0.9169531464576721,0.2746671438217163
135,0.9142968654632568,0.28188613057136536
136,0.9177343845367432,0.27404358983039856
137,0.9200000166893005,0.2705399990081787
138,0.91796875,0.2682271897792816
139,0.9228125214576721,0.25903555750846863
140,0.9203906059265137,0.26519834995269775
141,0.919921875,0.26432347297668457
142,0.9139843583106995,0.2842942774295807
143,0.9132031202316284,0.2834831178188324
144,0.917187511920929,0.2784646153450012
145,0.9214062690734863,0.2598707973957062
